angebotid,titel,preis,beschreibung,basicPrice,market_name,week_number
3138434,"Veltins Pils, Radler, V+ oder Puelleken",2.99,"teilw. koffeinhaltig oder alkoholfrei, versch. Sorten, + 0,48 Pfand, 6x0,33l Flasche, (1l = 1,51)","1l = 1,51",EDEKA Center Minden,23
3138436,Verpoorten,9.99,"Eierlikoer, 20% Vol., 0,7l Flasche, (1l=14,27)","1l=14,27",EDEKA Center Minden,23
3138440,Vitakraft PoA©sie,0.33,"Alleinfuttermittel fuer ausgewachsene Katzen, versch. Sorten, 85g Schale/Beutel, (100g=0,39)","100g=0,39",EDEKA Center Minden,23
3138442,Volvic Touch oder Tee,0.89,"Mineralwasser mit Fruchtgeschmack oder Tee-Extrakt, versch. Sorten, + 0,25 Pfand, 1,5l PET-DPG-Flasche, (1l=0,59)","1l=0,59",EDEKA Center Minden,23
3138452,Wolf Original Thueringer Rostbratwurst,2.99,"ideal fuer Grill und Pfanne, 5x100g = 500g Packung, (1kg=5,98)","1kg=5,98",EDEKA Center Minden,23
3138096,"Dr. Oetker Die Ofenfrische, Culinaria Pizza oder Pizza Tradizionale",1.77,"versch. Sorten, z.B.: Die Ofenfrische Speciale 415g, Culinaria Hot Dog 395g, Tradizionale Margherita 345g, Packung, (1kg = 4,27/4,48/5,13)","1kg = 4,27/4,48/5,13",EDEKA Center Porta Westfalica,23
3138098,funny-frisch Chipsfrisch,0.88,"versch. Sorten, 175g Beutel, (100g=0,50)","100g=0,50",EDEKA Center Porta Westfalica,23
3138100,Haribo,0.69,"Fruchtgummi oder Lakritz, versch. Sorten, 175/200g Beutel, (100g = 0,39/0,35)","100g = 0,39/0,35",EDEKA Center Porta Westfalica,23
3138102,Melitta Filterkaffee,2.99,"gemahlener Roestkaffee, versch. Sorten, 500g Packung, (1kg=5,98)","1kg=5,98",EDEKA Center Porta Westfalica,23
3138104,NescafA© Dolce Gusto oder Starbucks by NescafA© Dolce Gusto,3.33,"Kaffeespezialitaeten, versch. Sorten, z.B. Caffe Cr. Grande 128g, Cappuccino 186,4g, Bio Grande Mexico 108g, Starbucks Latte Macchiato 129g, Packung, (100g = 2,60/1,79/3,08/2,58)","100g = 2,60/1,79/3,08/2,58",EDEKA Center Porta Westfalica,23
3138106,"Schwartau Extra*, Samt* o Weniger Zucker",1.39,"fruchtiger Brotaufstrich, versch. Sorten, *ausgenommen Heidelbeere, 270/300/340g Glas, (1kg = 5,15/4,63/4,09)","1kg = 5,15/4,63/4,09",EDEKA Center Porta Westfalica,23
3138108,Schwarzkopf Schauma Shampoo oder Spuelung,1.29,"versch. Varianten, 400/250ml Flasche, (1l = 3,23/5,16)","1l = 3,23/5,16",EDEKA Center Porta Westfalica,23
3138110,Zott Sahnejoghurt,0.35,"versch. Sorten, 140/150g Becher, (100g = 0,25/0,23)","100g = 0,25/0,23",EDEKA Center Porta Westfalica,23
3138113,Aalborg Jubilaeums-Akvavit,12.99,"40% Vol., 0,7l Flasche, (1l=18,56)","1l=18,56",EDEKA Center Porta Westfalica,23
3138117,Allgaeuer Bueble Bier,12.99,"versch. Sorten, + 4,50 Pfand, 20x0,5l Buegelflasche, (1l=1,30)","1l=1,30",EDEKA Center Porta Westfalica,23
3138121,Alnatura Gemuesepfanne,1.99,"Gemuesemischung, fein gewuerzt, versch. Sorten, 450g Beutel, (1kg=4,42)","1kg=4,42",EDEKA Center Porta Westfalica,23
3138123,Alnatura Hanfsamen geschaelt,3.99,"Bio-Qualitaet, nussiger Geschmack, fuer Mueslis, Salate oder als Topping fuer Suppen, 200g Beutel, (100g = 2,00)","100g = 2,00",EDEKA Center Porta Westfalica,23
3138127,Arla Buko,0.88,"daenische Frischkaesezubereitung, versch. Sorten und Fettstufen, 200g Becher, (100g = 0,45/0,44)","100g = 0,45/0,44",EDEKA Center Porta Westfalica,23
3138132,Bauerngut Hausmacher Wurst,1.69,"versch. Sorten, 250g Glas, (100g=0,68)","100g=0,68",EDEKA Center Porta Westfalica,23
3138138,Beck's Pilsener,10.49,"versch. Sorten, + 3,10 Pfand, 20x0,5l Flasche, (1l=1,05)","1l=1,05",EDEKA Center Porta Westfalica,23
3138140,Beck's Pilsener,10.49,"versch. Sorten, + 3,42 Pfand, 24x0,33l Flasche, (1l=1,32)","1l=1,32",EDEKA Center Porta Westfalica,23
3138152,Booster Energy-Drink,0.59,"taurin- und koffeinhaltig, versch. Sorten, + 0,25 Pfand, 330ml DPG-Dose, (1l=1,79)","1l=1,79",EDEKA Center Porta Westfalica,23
3138154,Buitoni Pasta,0.88,"ital. Teigwaren aus 100% Hartweizengriess, versch. Ausformungen, 500g Beutel, (1kg=1,76)","1kg=1,76",EDEKA Center Porta Westfalica,23
3138156,"Coca-Cola, Fanta oder Sprite",0.99,"teilw. koffeinhaltig, + 0,25 Pfand, 1,5l PET-DPG-Flasche, (1l = 0,66)","1l = 0,66",EDEKA Center Porta Westfalica,23
3138158,Colgate Komplett,0.79,"Zahncreme, versch. Varianten, 75ml Tube, (100ml=1,05)","100ml=1,05",EDEKA Center Porta Westfalica,23
3138162,Danone Fruchtzwerge,0.99,"versch. Sorten, 210/300g Packung, (1kg = 4,71/3,30)","1kg = 4,71/3,30",EDEKA Center Porta Westfalica,23
3138170,Dr. Oetker Gelfix,1.49,"Gelierpulver fuer Konfitueren, versch. Sorten,, 50/60g Packung, (100g = 2,98/2,48)","100g = 2,98/2,48",EDEKA Center Porta Westfalica,23
3138172,Dr. Oetker Gelierzucker fuer Beeren oder Erdbeeren,1.11,"einfach selbstgemacht, nur 3 Minuten kochen, 500g Packung, (1kg=2,22)","1kg=2,22",EDEKA Center Porta Westfalica,23
3138176,Dr.Oetker Sahnesteif,0.69,"5 Beutel, 40g Packung, (100g=1,73)","100g=1,73",EDEKA Center Porta Westfalica,23
3138182,EDEKA Bio Balsamessig,1.79,"versch. Sorten, 250/500ml Flasche, (1l = 7,16/3,58)","1l = 7,16/3,58",EDEKA Center Porta Westfalica,23
3138185,EDEKA Craft-Burger-Buns,1.49,"aus Malzteig, 4 Stueck, vorgeschnitten, 300g Packung, (1kg = 4,97)","1kg = 4,97",EDEKA Center Porta Westfalica,23
3138192,EDEKA Bio Natives Olivenoel extra,3.99,"aus Griechenland, 500ml Flasche, (1l=7,98)","1l=7,98",EDEKA Center Porta Westfalica,23
3138194,EDEKA Bio Original Thueringer Rostbratwurst,3.99,"gebrueht, ideal fuer Grill und Pfanne, 5x80g = 400g Packung, (1kg = 9,98)","1kg = 9,98",EDEKA Center Porta Westfalica,23
3138200,EDEKA Eiweiss-Held oder Dinkel-Schnitte,0.99,"Brot in Scheiben, 300g Packung, (1kg=3,30)","1kg=3,30",EDEKA Center Porta Westfalica,23
3138202,EDEKA Erdbeeren,2.29,"erntefrisch und schonend tiefgefroren, ohne Zuckerzusatz, 750g Beutel, (1kg=3,05)","1kg=3,05",EDEKA Center Porta Westfalica,23
3138204,EDEKA Erdnusskerne,0.89,"geroestet & ungesalzen, Premium-Qualitaet, 200g Beutel, (100g=0,45)","100g=0,45",EDEKA Center Porta Westfalica,23
3138206,EDEKA Feinkostsaucen,0.79,"ideal zum Wuerzen, Marinieren und Dippen, versch. Sorten, 300ml Squeeze-Flasche, (1l=2,63)","1l=2,63",EDEKA Center Porta Westfalica,23
3138210,EDEKA Irish Angus Burger,2.69,"aus irischem Rindfleisch, zum Grillen und Braten, 300g Packung, (1kg = 8,97)","1kg = 8,97",EDEKA Center Porta Westfalica,23
3138219,Erdinger Weissbier,3.99,"versch. Sorten, + 0,48 Pfand, 6x0,33l Flasche, (1l = 2,02)","1l = 2,02",EDEKA Center Porta Westfalica,23
3138221,Eszet Schnitten,0.69,"koestlicher Brotbelag aus feinster Schokolade, versch. Sorten, 75g Packung, (100g=0,92)","100g=0,92",EDEKA Center Porta Westfalica,23
3138230,Frosta Fertiggerichte,1.99,"versch. Sorten, 450/500g Beutel, (1kg = 4,42/3,98)","1kg = 4,42/3,98",EDEKA Center Porta Westfalica,23
3138233,Grevensteiner,12.99,"versch. Sorten, + 2,78 Pfand, 16x0,5l Flasche, (1l=1,62)","1l=1,62",EDEKA Center Porta Westfalica,23
3138235,Gruenlaender,1.49,"dtsch. Schnittkaese, in Wuerfeln oder Scheiben, versch. Sorten und Fettstufen, 120/130/150g Packung, (100g = 1,24/1,15/0,99)","100g = 1,24/1,15/0,99",EDEKA Center Porta Westfalica,23
3138237,Gut & Guenstig Bittergetraenke,0.49,"versch. Sorten, + 0,25 Pfand, 1,5l PET-DPG-Flasche, (1l=0,33)","1l=0,33",EDEKA Center Porta Westfalica,23
3138239,Gut & Guenstig Guacamole,1.39,"Avocado-Dip, 150g Becher, (100g = 0,93)","100g = 0,93",EDEKA Center Porta Westfalica,23
3138241,Gut & Guenstig Original Nuernberger Rostbratwuerste,2.39,"gebrueht, ideal fuer Grill und Pfanne, Spitzenqualitaet, 300g Packung, (1kg=7,97)","1kg=7,97",EDEKA Center Porta Westfalica,23
3138243,Gut & Guenstig Smoothie,0.89,"100% Frucht, kein Zusatz von Zucker, 250ml Flasche, (100ml = 0,36)","100ml = 0,36",EDEKA Center Porta Westfalica,23
3138245,Gut & Guenstig Thunfisch,0.99,"versch. Sorten, 185/195g Dose, (100g = 0,54/0,51/0,66)","100g = 0,54/0,51/0,66",EDEKA Center Porta Westfalica,23
3138247,Gut & Guenstig Tortilla-Chips,0.69,"Maischips, gebacken mit Sonnenblumenoel, versch. Sorten, 300g Beutel, (1kg=2,30)","1kg=2,30",EDEKA Center Porta Westfalica,23
3138251,Halberstaedter Wuerstchen,2.99,"5 Bockwuerste, im Kamin geraeuchert, 680g Glas, (1kg=7,48)","1kg=7,48",EDEKA Center Porta Westfalica,23
3138261,Henkel Somat XXL,6.99,"Geschirrspuelmaschinenreiniger, versch. Varianten, z.B.: z.B.: Somat 10 All in 1  Extra 56 Tabs, Somat 12 Gold 50 Tabs, Packung, (1ME = 0,12/0,14)","1ME = 0,12/0,14",EDEKA Center Porta Westfalica,23
3138263,Hipp Bio Menues mit Fleisch,0.99,"versch. Sorten, 190g Glas, (100g=0,52)","100g=0,52",EDEKA Center Porta Westfalica,23
3138265,Hitschler Fruchtgummi,0.77,"Fruchtgummi, versch. Sorten, 125g Beutel, (100g=0,62)","100g=0,62",EDEKA Center Porta Westfalica,23
3138269,Iglo Fischstaebchen,2.19,"versch. Sorten, 224/364/450g Packung, (1kg = 9,78/6,02/4,87)","1kg = 9,78/6,02/4,87",EDEKA Center Porta Westfalica,23
3138271,Innocent Smoothie oder Saefte,1.11,"Obst zum Trinken, aus dem Kuehlregal, versch. Sorten, 250/330ml Flasche, (1l = 4,44/3,36)","1l = 4,44/3,36",EDEKA Center Porta Westfalica,23
3138274,Johnnie Walker Red Label,9.99,"Scotch Whisky, 40% Vol., 0,7l Flasche, (1l=14,27)","1l=14,27",EDEKA Center Porta Westfalica,23
3138276,Johnnie Walker&Cola oder Captain Morgan Dosen,1.99,"10% Vol., versch. Sorten, + 0,25 Pfand, 0,33l DPG-Dose, (1l=6,03)","1l=6,03",EDEKA Center Porta Westfalica,23
3138280,Katlenburger Bowle to go,0.79,"mit reinem Fruchtsaft, 5% Vol., versch. Sorten, 0,33l Flasche, (1l=2,39)","1l=2,39",EDEKA Center Porta Westfalica,23
3138283,Kloster-Brauerei Scheyern Bier,13.99,"versch. Sorten, + 3,10 Pfand, 20x0,5l Flasche, (1l=1,40)","1l=1,40",EDEKA Center Porta Westfalica,23
3138290,Krombacher Pils oder Radler,0.66,"auch alkoholfrei, + 0,25 Pfand, 0,5l DPG-Dose, (1l=1,32)","1l=1,32",EDEKA Center Porta Westfalica,23
3138292,Kuemmerling,8.99,"Kraeuterlikoer, 35% Vol., 25x20ml = 500ml Packung, (1l=17,98)","1l=17,98",EDEKA Center Porta Westfalica,23
3138294,Koestritzer Schwarzbier,3.49,"+ 0,48 Pfand, 6x0,33l Flasche, (1l = 1,76)","1l = 1,76",EDEKA Center Porta Westfalica,23
3138296,Landliebe Joghurt*,1.19,"versch. Sorten, + 0,15 Pfand, *ausgenommen ist die Sorte Joghurt Pur, 500g Glas, (1kg = 2,38)","1kg = 2,38",EDEKA Center Porta Westfalica,23
3138298,Langnese Ben & Jerry's Ice Cream,4.44,"versch. Sorten, 438/465ml Becher, (1l = 10,14/9,55)","1l = 10,14/9,55",EDEKA Center Porta Westfalica,23
3138302,Lekker & Anders! Tuerkische-Pizza oder Doener-Pizza,2.49,"540/325g Packung, (1kg = 4,61/7,66)","1kg = 4,61/7,66",EDEKA Center Porta Westfalica,23
3138306,Lieken Urkorn Feiner Biskuitboden,1.49,"fein & locker, 250g Stueck, (100g=0,60)","100g=0,60",EDEKA Center Porta Westfalica,23
3138308,Lorenz Erdnusslocken,0.99,"versch. Sorten, 150/200g Beutel, (100g = 0,66/0,50)","100g = 0,66/0,50",EDEKA Center Porta Westfalica,23
3138310,Lorenz Naturals,0.88,"Kartoffelchips aus rein natuerlichen Zutaten, versch. Sorten, 80/95g Beutel, (100g = 1,10/0,93)","100g = 1,10/0,93",EDEKA Center Porta Westfalica,23
3138312,Lorenz Nic Nac?s,0.99,"Double-Crunch-Peanuts, versch. Sorten, 110/125g Beutel, (100g = 0,90/0,79)","100g = 0,90/0,79",EDEKA Center Porta Westfalica,23
3138314,Lorenz Saltletts,0.99,"Laugensticks, versch. Sorten, 175/250g Packung, (100g = 0,57/0,40)","100g = 0,57/0,40",EDEKA Center Porta Westfalica,23
3138316,Lorenz Snack-Hits,1.69,"Knabbermischung, 320g Packung, (1kg=5,28)","1kg=5,28",EDEKA Center Porta Westfalica,23
3138320,Malibu,9.99,"Caribbean White Rum with Coconut Flavour, 21% Vol., 0,7l Flasche, (1l=14,27)","1l=14,27",EDEKA Center Porta Westfalica,23
3138322,Mariacron,5.79,"Weinbrand, 36% Vol., 0,7l Flasche, (1l=8,27)","1l=8,27",EDEKA Center Porta Westfalica,23
3138324,McCain Street Fries,2.49,"Pommes Frites mit Sauce und Topping, versch. Sorten, 300g Packung, (1kg=8,30)","1kg=8,30",EDEKA Center Porta Westfalica,23
3138326,Meica Wuerstchen,1.99,"Frankfurter Art, Wiener oder Gefluegel, versch. Sorten, 520/540g Glas, (100g=0,80)","100g=0,80",EDEKA Center Porta Westfalica,23
3138328,Mekkafood Chicken-Fingers oder Chicken-Pops,2.99,"Haehnchenfleisch, paniert, 500g Packung, (1kg=5,98)","1kg=5,98",EDEKA Center Porta Westfalica,23
3138330,"Milka-, Oreo-, Toblerone- oder Daim-Ice-Cream",1.79,"am Stiel oder in einer Waffel, versch. Sorten, z.B. Stieleis: Milka 400ml , Daim/Oreo 440ml, Packung, (1l = 4,48/4,07)","1l = 4,48/4,07",EDEKA Center Porta Westfalica,23
3138338,Milram Magerquark,0.99,"0,3% Fett, 500g Becher, (1kg=1,98)","1kg=1,98",EDEKA Center Porta Westfalica,23
3138343,"Montajo Rum & Cola, Fuerst Uranov Ice, George Washington oder Henderson Gin Tonic",1.39,"10% Vol., + 0,25 Pfand, 0,33l DPG-Dose, (1l = 4,21)","1l = 4,21",EDEKA Center Porta Westfalica,23
3138348,NestlA© After Eight,1.39,"Schokoladen-Taefelchen mit Pfefferminzcremefuellung, 200g Packung, (100g=0,70)","100g=0,70",EDEKA Center Porta Westfalica,23
3138350,NestlA© Choclait Chips oder Choco Crossies,1.39,"versch. Sorten, 115/150g Packung, (100g = 1,21/0,93)","100g = 1,21/0,93",EDEKA Center Porta Westfalica,23
3138352,NestlA© PURINA Beneful,3.29,"Alleinfuttermittel fuer ausgewachsene Hunde, versch. Sorten, 1,4/1,5kg Beutel, (1kg = 2,35/2,19)","1kg = 2,35/2,19",EDEKA Center Porta Westfalica,23
3138354,NestlA© Smarties,1.11,"Schokolinsen mit Zuckerueberzug, 130g Rolle, (100g=0,85)","100g=0,85",EDEKA Center Porta Westfalica,23
3138358,Ottifantenfutter,1.49,"schokolierte Erdnuesse, in ottifantastischen Farben, 300g Beutel, (1kg = 4,97)","1kg = 4,97",EDEKA Center Porta Westfalica,23
3138361,Ovomaltine Crunchy Cream,2.49,"Brotaufstrich, 380g Glas, (1kg=6,55)","1kg=6,55",EDEKA Center Porta Westfalica,23
3138363,Paulaner Hefeweissbier,12.99,"versch. Sorten, + 3,10 Pfand, 20x0,5l Flasche, (1l=1,30)","1l=1,30",EDEKA Center Porta Westfalica,23
3138365,Pedigree,1.11,"Alleinfuttermittel fuer ausgewachsene Hunde, versch. Sorten, 800g Dose, (1kg=1,39)","1kg=1,39",EDEKA Center Porta Westfalica,23
3138367,Pilavas Ouzo,8.99,"40% Vol., 0,7l Flasche, (1l=12,84)","1l=12,84",EDEKA Center Porta Westfalica,23
3138369,Pitu Caipirinha,1.79,"10% Vol., + 0,25 Pfand, 0,33l DPG-Dose, (1l=5,42)","1l=5,42",EDEKA Center Porta Westfalica,23
3138371,Pitu,7.99,"38% Vol., 0,7l Flasche, (1l=11,41)","1l=11,41",EDEKA Center Porta Westfalica,23
3138375,Popp Pikanter Brotaufstrich,0.79,"feiner streichfaehiger Salat, versch. Sorten, 3x40g/150g Becher, (100g = 0,66/0,53)","100g = 0,66/0,53",EDEKA Center Porta Westfalica,23
3138377,Radeberger Pilsner,10.99,"+ 3,10 Pfand, 20x0,5l Flasche, (1l=1,10)","1l=1,10",EDEKA Center Porta Westfalica,23
3138379,Rheinfels Quelle Lemon,0.49,"natuerliches Mineralwasser mit Aroma, versch. Sorten, + 0,25 Pfand, 0,75l PET-DPG-Flasche, (1l=0,65)","1l=0,65",EDEKA Center Porta Westfalica,23
3138383,Rockstar Energy-Drink,0.88,"taurin- und koffeinhaltig, versch. Sorten, + 0,25 Pfand, 500ml DPG-Dose, (1l=1,76)","1l=1,76",EDEKA Center Porta Westfalica,23
3138385,Roku Gin,19.95,"Japanese Craft Gin, 43% Vol., 0,7l Flasche, (1l=28,50)","1l=28,50",EDEKA Center Porta Westfalica,23
3138387,Rotkaeppchen Sekt oder Fruchtsecco,0.99,"versch. Sorten, 0,2l Flasche, (100ml=0,50)","100ml=0,50",EDEKA Center Porta Westfalica,23
3138389,Rougette Grillkaese,1.99,"versch. Sorten, 180g Packung, (100g=1,11)","100g=1,11",EDEKA Center Porta Westfalica,23
3138391,Sagrotan Sanft zur Haut,1.69,"fluessige Handseife, versch. Varianten, 250ml Dosierflasche, (100ml=0,68)","100ml=0,68",EDEKA Center Porta Westfalica,23
3138393,Sangria,1.39,"suess, fruchtig, frisch, pfandfrei, 1,5l PET-Flasche, (1l=0,93)","1l=0,93",EDEKA Center Porta Westfalica,23
3138398,Schloss Koenigstein,2.22,"versch. Sorten, 0,75l Flasche, (1l=2,96)","1l=2,96",EDEKA Center Porta Westfalica,23
3138400,Schwarmstedter Bio Kartoffel-Taschen,1.79,"mit Frischkaese und Kraeutern ueppig gefuellt, tiefgekuehlt, 5 Stueck = 300g Packung, (1kg=5,97)","1kg=5,97",EDEKA Center Porta Westfalica,23
3138402,Schwartau Dessert-Saucen,1.11,"versch. Sorten, 125ml Flasche, (100ml=0,89)","100ml=0,89",EDEKA Center Porta Westfalica,23
3138408,Sinalco Cola oder Limonade,6.99,"teilw. koffeinhaltig, versch. Sorten, + 3,30 Pfand, 12x1l PET-Flasche, (1l=0,58)","1l=0,58",EDEKA Center Porta Westfalica,23
3138414,Staropramen Pils,14.99,"+ 3,10 Pfand, 20x0,5l Flasche, (1l=1,50)","1l=1,50",EDEKA Center Porta Westfalica,23
3138416,Steinhaus Pastrami,1.49,"versch. Sorten, 60/80g Packung, (100g = 2,48/1,86)","100g = 2,48/1,86",EDEKA Center Porta Westfalica,23
3138418,Sternburg Bier,6.49,"versch. Sorten, + 3,10 Pfand, 20x0,5l Flasche, (1l=0,65)","1l=0,65",EDEKA Center Porta Westfalica,23
3138422,Sunil,1.99,"Vollwaschmittel, versch. Varianten, 15/20 Waschanwendungen, (1WA = 0,13/0,10)","1WA = 0,13/0,10",EDEKA Center Porta Westfalica,23
3138424,Three Sixty Dosen,1.79,"versch. Sorten, 10% Vol., + 0,25 Pfand, 0,33l DPG-Dose, (1l=5,42)","1l=5,42",EDEKA Center Porta Westfalica,23
3138426,Three Sixty,9.99,"Vodka, 37,5% Vol., 0,7l Flasche, (1l=14,27)","1l=14,27",EDEKA Center Porta Westfalica,23
3138430,Vanish Oxi Action,7.99,"Textilreiniger, versch. Varianten, 1100g/1500ml Packung, (1l = 7,26/5,33)","1l = 7,26/5,33",EDEKA Center Porta Westfalica,23
3138434,"Veltins Pils, Radler, V+ oder Puelleken",2.99,"teilw. koffeinhaltig oder alkoholfrei, versch. Sorten, + 0,48 Pfand, 6x0,33l Flasche, (1l = 1,51)","1l = 1,51",EDEKA Center Porta Westfalica,23
3138436,Verpoorten,9.99,"Eierlikoer, 20% Vol., 0,7l Flasche, (1l=14,27)","1l=14,27",EDEKA Center Porta Westfalica,23
3138440,Vitakraft PoA©sie,0.33,"Alleinfuttermittel fuer ausgewachsene Katzen, versch. Sorten, 85g Schale/Beutel, (100g=0,39)","100g=0,39",EDEKA Center Porta Westfalica,23
3138442,Volvic Touch oder Tee,0.89,"Mineralwasser mit Fruchtgeschmack oder Tee-Extrakt, versch. Sorten, + 0,25 Pfand, 1,5l PET-DPG-Flasche, (1l=0,59)","1l=0,59",EDEKA Center Porta Westfalica,23
3138452,Wolf Original Thueringer Rostbratwurst,2.99,"ideal fuer Grill und Pfanne, 5x100g = 500g Packung, (1kg=5,98)","1kg=5,98",EDEKA Center Porta Westfalica,23
3138097,"Dr. Oetker Die Ofenfrische, Culinaria Pizza oder Pizza Tradizionale",1.77,"versch. Sorten, z.B.: Die Ofenfrische Speciale 415g, Culinaria Hot Dog 395g, Tradizionale Margherita 345g, Packung, (1kg = 4,27/4,48/5,13)","1kg = 4,27/4,48/5,13",Marktkauf Belm,23
3138099,funny-frisch Chipsfrisch,0.88,"versch. Sorten, 175g Beutel, (100g=0,50)","100g=0,50",Marktkauf Belm,23
3138101,Haribo,0.69,"Fruchtgummi oder Lakritz, versch. Sorten, 175/200g Beutel, (100g = 0,39/0,35)","100g = 0,39/0,35",Marktkauf Belm,23
3138103,Melitta Filterkaffee,2.99,"gemahlener Roestkaffee, versch. Sorten, 500g Packung, (1kg=5,98)","1kg=5,98",Marktkauf Belm,23
3138105,NescafA© Dolce Gusto oder Starbucks by NescafA© Dolce Gusto,3.33,"Kaffeespezialitaeten, versch. Sorten, z.B. Caffe Cr. Grande 128g, Cappuccino 186,4g, Bio Grande Mexico 108g, Starbucks Latte Macchiato 129g, Packung, (100g = 2,60/1,79/3,08/2,58)","100g = 2,60/1,79/3,08/2,58",Marktkauf Belm,23
3138107,"Schwartau Extra*, Samt* o Weniger Zucker",1.39,"fruchtiger Brotaufstrich, versch. Sorten, *ausgenommen Heidelbeere, 270/300/340g Glas, (1kg = 5,15/4,63/4,09)","1kg = 5,15/4,63/4,09",Marktkauf Belm,23
3138109,Schwarzkopf Schauma Shampoo oder Spuelung,1.29,"versch. Varianten, 400/250ml Flasche, (1l = 3,23/5,16)","1l = 3,23/5,16",Marktkauf Belm,23
3138111,Zott Sahnejoghurt,0.35,"versch. Sorten, 140/150g Becher, (100g = 0,25/0,23)","100g = 0,25/0,23",Marktkauf Belm,23
3138115,Agrarfrost Kartoffelspezialitaeten,1.29,"versch. Sorten, 450/500g Beutel, (1kg = 2,87/2,58)","1kg = 2,87/2,58",Marktkauf Belm,23
3138122,Alnatura Gemuesepfanne,1.99,"Gemuesemischung, fein gewuerzt, versch. Sorten, 450g Beutel, (1kg=4,42)","1kg=4,42",Marktkauf Belm,23
3138124,Alnatura Hanfsamen geschaelt,3.99,"Bio-Qualitaet, nussiger Geschmack, fuer Mueslis, Salate oder als Topping fuer Suppen, 200g Beutel, (100g = 2,00)","100g = 2,00",Marktkauf Belm,23
3138130,Bauerngut Goldgriller,2.99,"Bratwurst, ideal fuer Grill und Pfanne, versch. Sorten, 5x90g = 450g Packung, (1kg=6,64)","1kg=6,64",Marktkauf Belm,23
3138139,Beck's Pilsener,10.49,"versch. Sorten, + 3,10 Pfand, 20x0,5l Flasche, (1l=1,05)","1l=1,05",Marktkauf Belm,23
3138141,Beck's Pilsener,10.49,"versch. Sorten, + 3,42 Pfand, 24x0,33l Flasche, (1l=1,32)","1l=1,32",Marktkauf Belm,23
3138150,Block House Brot,1.49,"fuer Backofen und Grill, versch. Sorten, 250/254g Packung, (1kg = 5,96/5,87)","1kg = 5,96/5,87",Marktkauf Belm,23
3138153,Booster Energy-Drink,0.59,"taurin- und koffeinhaltig, versch. Sorten, + 0,25 Pfand, 330ml DPG-Dose, (1l=1,79)","1l=1,79",Marktkauf Belm,23
3138157,"Coca-Cola, Fanta oder Sprite",0.99,"teilw. koffeinhaltig, + 0,25 Pfand, 1,5l PET-DPG-Flasche, (1l = 0,66)","1l = 0,66",Marktkauf Belm,23
3138163,Danone Fruchtzwerge,0.99,"versch. Sorten, 210/300g Packung, (1kg = 4,71/3,30)","1kg = 4,71/3,30",Marktkauf Belm,23
3138166,Dove Duschbad,1.49,"versch. Varianten, 250ml Flasche, (100ml=0,60)","100ml=0,60",Marktkauf Belm,23
3138168,Dove Deo,1.49,"versch. Varianten, 50/150ml Dose, (100ml = 2,98/0,99)","100ml = 2,98/0,99",Marktkauf Belm,23
3138180,Eckes Edle Likoere,4.99,"versch. Sorten, 20% Vol., 0,5l Flasche, (1l=9,98)","1l=9,98",Marktkauf Belm,23
3138186,EDEKA Craft-Burger-Buns,1.49,"aus Malzteig, 4 Stueck, vorgeschnitten, 300g Packung, (1kg = 4,97)","1kg = 4,97",Marktkauf Belm,23
3138187,EDEKA Bio Haferriegel,0.99,"versch. Sorten, 60g Packung, (100g=1,65)","100g=1,65",Marktkauf Belm,23
3138189,EDEKA Bio Himbeeren,2.19,"erntefrisch tiefgefroren, handgepflueckt, ohne Zuckerzusatz, 300g Packung, (1kg=7,30)","1kg=7,30",Marktkauf Belm,23
3138193,EDEKA Bio Natives Olivenoel extra,3.99,"aus Griechenland, 500ml Flasche, (1l=7,98)","1l=7,98",Marktkauf Belm,23
3138195,EDEKA Bio Original Thueringer Rostbratwurst,3.99,"gebrueht, ideal fuer Grill und Pfanne, 5x80g = 400g Packung, (1kg = 9,98)","1kg = 9,98",Marktkauf Belm,23
3138201,EDEKA Eiweiss-Held oder Dinkel-Schnitte,0.99,"Brot in Scheiben, 300g Packung, (1kg=3,30)","1kg=3,30",Marktkauf Belm,23
3138205,EDEKA Erdnusskerne,0.89,"geroestet & ungesalzen, Premium-Qualitaet, 200g Beutel, (100g=0,45)","100g=0,45",Marktkauf Belm,23
3138207,EDEKA Feinkostsaucen,0.79,"ideal zum Wuerzen, Marinieren und Dippen, versch. Sorten, 300ml Squeeze-Flasche, (1l=2,63)","1l=2,63",Marktkauf Belm,23
3138211,EDEKA Irish Angus Burger,2.69,"aus irischem Rindfleisch, zum Grillen und Braten, 300g Packung, (1kg = 8,97)","1kg = 8,97",Marktkauf Belm,23
3138213,EDEKA Wiener Boden,2.22,"hell oder dunkel, 500g Packung, (1kg=4,44)","1kg=4,44",Marktkauf Belm,23
3138223,Feiner alter Asmussen,7.99,"54% Vol., 0,7l Flasche, (1l=11,41)","1l=11,41",Marktkauf Belm,23
3138225,Ferrero Ice-Cream-Multipack,2.79,"Raffaello oder Rocher, versch. Sorten, 188/200g Packung, (100g = 1,48/1,40)","100g = 1,48/1,40",Marktkauf Belm,23
3138231,Frosta Fertiggerichte,1.99,"versch. Sorten, 450/500g Beutel, (1kg = 4,42/3,98)","1kg = 4,42/3,98",Marktkauf Belm,23
